nada	-1.0
nadie	-1.0
ningúno	-1.0
ningúna	-1.0
ningúnos	-1.0
ningúnas	-1.0
ningún	-1.0
ninguno	-1.0
ninguna	-1.0
ningunos	-1.0
ningunas	-1.0
ningun	-1.0
nunca	-1.0
jamás	-1.0
tampoco	-1.0
sin	-1.0
prevenir las	-1.0
prevenir los	-1.0
prevención del	-1.0
evitar	-1.0
no hay un	-1.0
no hay	-1.0
no ha	-1.0
no	-1.0
para nada	-1.0
